timestamp_ms,t_iso,best_bid,best_bid_size,best_ask,best_ask_size,mid,spread,total_depth,top5_depth_sum,trade_volume,R,ell_buy,ell_sell,ell_avg,I_depth,I_signed,I,tau_sec
1764189068647,2025-11-26T20:31:08.647000+00:00,0.998,2402821.86,0.999,481761.95,0.9985,0.001,10698513.77,2973925.74,0.0,0.0010000000000000009,0.000500000000000056,0.0004999999999999449,0.0005000000000000004,,,,810931.353
1764189074680,2025-11-26T20:31:14.680000+00:00,0.998,2402821.86,0.999,481761.95,0.9985,0.001,10698513.77,2973925.74,0.0,0.0010000000000000009,0.000500000000000056,0.0004999999999999449,0.0005000000000000004,0.0,0.0,0.0,810925.32
1764343587103,2025-11-28T15:26:27.103000+00:00,0.998,2485163.39,0.999,299831.68,0.9985,0.001,10547627.97,2824337.0300000003,0.0,0.0010000000000000009,0.000500000000000056,0.0004999999999999449,0.0005000000000000004,0.9681338697277432,1.177447524721038,0.9681338697277432,656412.897
1764343597660,2025-11-28T15:26:37.660000+00:00,0.998,2485163.39,0.999,299831.68,0.9985,0.001,10547627.97,2824337.0300000003,0.0,0.0010000000000000009,0.000500000000000056,0.0004999999999999449,0.0005000000000000004,0.0,0.0,0.0,656402.34
1764343608257,2025-11-28T15:26:48.257000+00:00,0.998,2485163.39,0.999,299831.68,0.9985,0.001,10547627.97,2824337.0300000003,0.0,0.0010000000000000009,0.000500000000000056,0.0004999999999999449,0.0005000000000000004,0.0,0.0,0.0,656391.743
1764343618906,2025-11-28T15:26:58.906000+00:00,0.998,2485163.39,0.999,299831.68,0.9985,0.001,10547627.97,2824337.0300000003,0.0,0.0010000000000000009,0.000500000000000056,0.0004999999999999449,0.0005000000000000004,0.0,0.0,0.0,656381.094
1764343629352,2025-11-28T15:27:09.352000+00:00,0.998,2485163.39,0.999,299772.09,0.9985,0.001,10547568.38,2824277.44,0.0,0.0010000000000000009,0.000500000000000056,0.0004999999999999449,0.0005000000000000004,5.704575914255854,5.704575914222421,5.704575914255854,656370.648
1764343639900,2025-11-28T15:27:19.900000+00:00,0.998,2485163.39,0.999,299772.09,0.9985,0.001,10547568.38,2824277.44,0.0,0.0010000000000000009,0.000500000000000056,0.0004999999999999449,0.0005000000000000004,0.0,0.0,0.0,656360.1
